ID,Decription,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Energy,Exhausted,Sleepy,Defecate,Urinate,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,FollowerActivity,FollowMovement,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
A71,Menyiapkan kasur & karpet tidur,1,0,0,0,1;0,-2;629.058,0.25;9,1;9,-2;1761.375,1;5,1;5,5.862;31.264,15;54,0;-0.025;0.25,0:10,21:00,0,2.5,6,6,1,10,10,7|6;7,-,agen01;agen03,-,0,-,-,-,RTU01|NONE,R1|-,65;L1|-,4|-,27|-,Bed|Bed,R2;E1|R2;E1,-|-,Sleepy;7,3,Sleepy;0.8,Room:0:0.1|Room:0:0.1
A73,Membereskan mainan agen03,2,0,0,0,1;0,-2.3;629.058,0.25;9,1.25;9,-2.3;1761.375,1.5;5,1.5;5,5.862;31.264,15;54,-0.025;-0.025;0.5,0:30,22:00,0,2.5,6,8,1,7.5,10,7|6;7,-,-,-,0,-,-,-,RKG01|NONE,-|-,65;L1|-,3|-,-|-,-|-,L2;E2|-,-|-,-,8,-,Room:5:0;Trash:0:0.5;KP04:1:0.0147|-
A78,Mengoperasikan gadget,5,0,0,0,1;0,-1.3;629.058,0.25;9,1;9,-1.3;1761.375,1;5,1.5;5,6.839;31.264,22.5;54,0.05;-0.05;0.25,1:00,-,0,3.5,10,10,1,10,10,1|1,-,-,-,0,-,-,-,RTM01|RKG01,-|-,65;L1|65;L1,5|5,-|-,Sofa|Sofa;Chair,L2|L2;E2,-|-,-,0,0,Room:0:0.1|Room:0:0.1
A75,Berdandan setelah mandi,-1,0,0,0,0;1,-1;838.746,0.25;2,1;2,-1;1509.75,1;6,1;8,3.908;31.264,30;30,0.025;0;0.125,0:10,-,0,3,6,8,0,0,5,1|1,B07,-,-,0,S09-C,-,-,RTU01|NONE,R1|-,65;L1|-,4|-,-|-,-|-,R2;L2;E2|-,ReadyUseCloth:0|-,-,1,Dirty,Room:0:0.1;ReadyUseCloth:0:-1|-
A119,Mengambil Makan,3,0,0,1,0;1,-1;629.058,0;9,0.5;9,-1;1761.375,0.1;5,0.1;5,3.908;31.264,30;54,0;0;0.125,0:05,-,0,3,5,8,0,0,5,1|1,-,-,-,0,-,B02,-,RKG01|RDP02,-|-,65;L1|65;L1,5|5,-|-,-|-,-|-,Food:2|-,-,1,Hunger,Room:0:0.1;Food:0:-2|-
B01,Bangun tidur,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0.025;-0.05,00:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RTU01|NONE,R1|-,-|-,5|-,-|-,-|-,R2;L2;E2|-,-|-,-,1,Sleepy,Room:0:0.1|-
B02,Makan,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,1;0,0;0,0;0,0;-0.025;-0.05,00:15,-,0,0,0,0,0,0,0,1|1,A119,-,-,0,-,B03,-,RKG01|RTM01,-|-,65;L1|65;L1,5|5,-|-,Sofa;Chair|Sofa,E2|-,-|-,-,1,Hunger,Room:0:0.1;DirtyUtensil:0:0.5;Trash:0:0.05|-
B03,Minum,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;-0.05,00:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RDP02|NONE,-|-,65;L1|-,5|-,-|-,-|-,-|-,DrinkWater:0|-,-,1,Thirst,Room:0:0.1;DirtyUtensil:0:0.5;DrinkWater:10:0|-
B04,Tidur,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RTU01|NONE,R1|-,65;L1|-,2|-,27|-,Bed|-,R2;L2;E2|-,-|-,-,1,Sleepy,Room:0:0.1|-
B05,BAK,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;-0.05,00:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKM02|RKM03,CC|CC,65;L1|65;L1,0.2|0.2,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,Water:10|Water:10,-,1,Urinate,Room:0:0.1;Water:11:-0.095;Water:0:-10;Water:6:-0.25|Room:0:0.1;Water:0:-10;Water:6:-0.25
B06,BAB,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;-0.05,00:10,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKM02|RKM03,CC|CC,65;L1|65;L1,0.2|0.2,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,Water:15|Water:15,-,1,Defecate,Room:0:0.1;Water:11:-0.095;Water:0:-15;Water:6:-0.25|Room:0:0.1;Water:0:-15;Water:6:-0.25
B07,Mandi,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;-0.05,00:15,-,0,0,0,0,0,0,0,1|1,-,-,-,0,S09-M,A75,-,RKM02|RKM04,CC|CC,65;L1|65;L1,0.2|0.2,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,Water:60|Water:60,-,1,Dirty,Room:0:0.1;Water:0:-60;Water:6:-0.25|Room:0:0.1;Water:0:-60;Water:6:-0.091
