ID,Decription,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Defecate,Urinate,Energy,Exhausted,Sleepy,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
A111,Mengisi ulang daya mainan anak,3,1,0,0,0;1,-2;9,1;9,1;9,1;8,45;9,-2;7,1;5,1;5,0;0;0.115,0:06,22:00,0,3,8,8,1,10,7.5,1|1,-,-,-,-,-,RKG01|NONE,-|-,100;L1|-,1|-,-|-,-|-,L2|-,-|-,-,0,0,Room:0:0.1;CH:1:0|-
A69,Bekerja menggunakan komputer,1,0,0,0,0;1,-1.3;5,1;5,1.25;5,1;5,45;5,-1.3;6,1.5;3,1.5;6,0;0;-0.025,3:00,22:01,0,5.5,6,10,1,10,10,7|-3,-,-,-,A70,-,RKJ01|NONE,-|-,100;L1|-,1|-,-|-,Chair|-,L2;E2|-,-|-,-,0,0,Room:0:0.1;Computer:1:0.0986|-
A70,Menggunakan printer,1,1,0,0,0;1,-1;5,1;5,1;5,1;5,60;5,-1;6,1;3,1;6,0;0;-0.025,0:10,22:02,0,4,6,8,1,10,7.5,30|-3,A69,-,-,-,-,RKJ01|NONE,-|-,100;L1|-,1|-,-|-,-|-,L2;E2|-,-|-,-,0,0,Room:0:0.1;Printer:1:0|-
A71,Menyiapkan kasur & karpet tidur,1,0,0,0,0;1,-2.3;9,1;9,1;9,1;8,30;9,-2.3;7,1;5,1.1;5,0;0;0.458,0:10,22:03,0,2.5,6,8,1.4,7.5,5,1|1,-,-,-,-,-,RTU01|RTU02,R1|R1,100;L1|100;L1,0.4|0.4,27|27,Bed|Bed,R2;E1|R2;E1,-|-,-,3,Sleepy;0.8,Room:0:0.1|Room:0:0.1
A74,Mencuci piring dan alat masak ,1,0,0,0,1;0,-2.3;4,1;8,1;2,1;8,30;6,-2.3;4,1.25;1,1;3,-0.025;0.025;0.229,0:25,22:04,1,4.5,4,4,1.4,5,2.5,7|-3,A32;A50;A64,-,-,-,-,RDP02|NONE,-|-,100;L1|-,1|-,-|-,Sink|-,L2;D2|-,Water:0|-,-,5,DirtyUtensil,Room:0:0.1;DirtyUtensil:5:0;Water:6:0.043|-
A76,Membaca,1,0,0,0,1;0,-1.3;4,1;8,1.25;2,1;8,45;6,-1.3;3,1.25;1,1.25;3,0.025;0;0.573,1:30,22:05,3,4,8,8,1,5,2.5,7|1;2;3;4;5,-,-,-,-,-,RKJ01|NONE,-|-,100;L1|-,1|-,-|-,Sofa;Chair|-,L2|-,-|-,-,0,0,Room:0:0.1|-
A77,Bersantai,1,0,0,0,1;0,-1;4,1;8,1.5;2,1;8,60;6,-1;3,-1.75;1,1;3,0.025;0;0.229,3:00,22:06,0,2,8,6,1,5,2.5,7|6;7,-,-,-,-,-,RKG01|RTU01,-|R1,100;L1|100;L1,1|0.4,27|27,Sofa|Bed;Fan,L2|L2;R2;E2,-|-,-,1,Exhausted,Room:0:0.1|Room:0:0.1
A75,Berdandan setelah mandi,-1,0,0,0,0;1,-1;8,1;2,1;2,1;8,60;5,-1;6,1;6,1;8,0;0;0.115,0:10,-,0,3,6,8,0,0,5,1|1,B07,-,S09-C,-,-,RTU01|NONE,R1|-,100;L1|-,0.4|-,27|-,-|-,R2;L2|-,ReadyUseCloth:0|-,-,1,Dirty,Room:0:0.1;ReadyUseCloth:0:-1|-
A119,Mengambil Makan,3,0,0,0,0;1,-1;9,0.1;9,1;9,1;8,60;9,-1;7,1;5,1;5,0;0;0,0:05,-,0,3,5,8,0,0,5,1|1,-,-,-,B02,-,RKG01|RDP02,-|-,100;L1|100;L1,1|1,-|-,-|-,-|-,Food:1|-,-,1,Hunger,Room:0:0.1;Food:0:-2|-
B01,Bangun tidur,-1,0,0,1,0;1,-0.9;0,1;0,0;0,1;0,60;0,-0.9;0,1;0,-1.75;0,0;-0.025;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RTU01|NONE,R1|-,100;L1|-,0.4|-,-|-,Bed|-,R2;E2|-,-|-,-,0,0,Room:0:0.1|-
B02,Makan,-1,0,0,1,0;1,-1.5;0,1;0,1.75;0,1;0,45;0,-1.5;0,-1;0,1;0,0;-0.025;-0.05,-,-,0,0,0,0,0,0,0,1|1,A119,-,-,B03,-,RKG01|RTM01,-|-,100;L1|100;L1,1|1,27|-,Sofa;Chair|Sofa,-|-,Food:1|-,-,0,0,Room:0:0.1;DirtyUtensil:0:0.5;Trash:0:0.05|-
B03,Minum,-1,0,0,1,0;1,-1;0,1;0,0;0,1;0,60;0,-1;0,-1;0,1;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RDP02|NONE,-|-,100;L1|-,1|-,-|-,-|-,-|-,DrinkWater:0|-,-,0,0,Room:0:0.1;DirtyUtensil:0:0.5;DrinkWater:10:0|-
B04,Tidur,-1,0,0,1,0;1,-0.9;0,1;0,0;0,1;0,60;0,-0.9;0,-1.75;0,-1.75;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RTU01|NONE,R1|-,100;L1|-,0.4|-,27|-,Bed|-,R2;E1|-,-|-,-,0,0,Room:0:0.1;Fan:1:|-
B05,BAK,-1,0,0,1,0;1,-1;0,1;0,0;0,1;0,60;0,-1;0,1;0,1;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RKM02|RKM03,CC|CC,100;L1|100;L1,0|0,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,Water:10000,-,0,0,Room:0:0.1;Water:0:-10000;Water:6:-0.25|Room:0:0.1;Water:0:-10000;Water:6:-0.25
B06,BAB,-1,0,0,1,0;1,-1;0,1;0,0;0,1;0,60;0,-1;0,1;0,1;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RKM02|RKM03,CC|CC,100;L1|100;L1,0|0,-|-,Closet|Closet,R2;L2;D2|R2;L2;D3,Water:15000|-,-,0,0,Room:0:0.1;Water:0:-15000;Water:6:-0.25|Room:0:0.1;Water:0:-15000;Water:6:-0.25
B07,Mandi,-1,0,0,1,0;1,-1.5;0,1;0,0;0,1;0,45;0,-1.5;0,-1;0,-1.25;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,S09-M,A75,-,RKM02|RKM04,CC|CC,100;L1|100;L1,0|0,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,Water:60000|-,-,0,0,Room:0:0.1;Water:0:-60000;Water:6:-0.25|Room:0:0.1;Water:0:-60000;Water:6:-0.091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
