ID,Decription,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Energy,Exhausted,Sleepy,Defecate,Urinate,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,FollowerActivity,FollowMovement,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
A148,Menyapu Ruang Tamu sore,1,0,0,0,1;0,-3.3;457.472,1.5;9,1.75;9,-3.3;1097.94,1.75;3,-1.25;7,5.098;40.784,7.5;54,0;0;0.344,0:03,16:08,0,5.5,6,8,1,10,7.5,1|1,-,-,-,0,S01-M,A149,-,RTM01|NONE,-|-,65;L1|-,1|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A149,Menyapu Teras sore,1,0,0,0,1;0,-3.3;457.472,1.5;9,1.75;9,-3.3;1097.94,1.75;3,-1.25;7,5.098;40.784,7.5;54,0;0;0.344,0:02,16:11,0,5.5,6,8,1,10,7.5,1|1,-,-,-,0,S01-M,A189,-,RTS01|NONE,R1|-,65;L1|-,1|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A189,Mengepel Ruang Tidur Utama 2 sore,1,0,0,0,1;0,-3.3;457.472,1.5;9,1.75;9,-3.3;1097.94,1.75;3,-1.25;7,5.098;40.784,7.5;54,0;0;0.344,0:03,16:13,0,5.5,6,8,1,10,7.5,1|1,A188,-,-,0,S01-M,A151,-,RTU02|NONE,R1|-,65;L1|-,1|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A151,Mengepel Dapur Bersih sore,1,0,0,0,1;0,-3.3;457.472,1.5;9,1.75;9,-3.3;1097.94,1.75;3,-1.25;7,5.098;40.784,7.5;54,0;0;0.344,0:03,16:16,0,5.5,6,8,1,10,7.5,1|1,A146,-,-,0,S01-M,A152,-,RDP02|NONE,-|-,65;L1|-,1|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A152,Mengepel Ruang Keluarga sore,1,0,0,0,1;0,-3.3;457.472,1.5;9,1.75;9,-3.3;1097.94,1.75;3,-1.25;7,5.098;40.784,7.5;54,0;0;0.344,0:02,16:19,0,5.5,6,8,1,10,7.5,1|1,A147,-,-,0,S01-M,A153,-,RKG01|NONE,-|-,65;L1|-,1|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A153,Mengepel Ruang Tamu sore,1,0,0,0,1;0,-3.3;457.472,1.5;9,1.75;9,-3.3;1097.94,1.75;3,-1.25;7,5.098;40.784,7.5;54,0;0;0.344,0:03,16:21,0,5.5,6,8,1,10,7.5,1|1,A148,-,-,0,S01-M,A154,-,RTM01|NONE,-|-,65;L1|-,1|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A154,Mengepel Teras sore,1,0,0,0,1;0,-3.3;457.472,1.5;9,1.75;9,-3.3;1097.94,1.75;3,-1.25;7,5.098;40.784,7.5;54,0;0;0.344,0:02,16:15,0,5.5,6,8,1,10,7.5,1|1,A149,-,-,0,S01-M,-,-,RTS01|NONE,R1|-,65;L1|-,1|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A190,Membakar sampah,1,0,1,0,1;0,-1;457.472,0.1;9,0;9,-1;1280.93,1;5,1;5,5.098;40.784,30;54,-0.025;0;0.229,0:15,16:00,3,5.5,6,6,0,0,5,1|1,A27,-,-,0,-,-,-,RHD01|NONE,R1|-,65;L1|-,-|-,-|-,-|-,R2|-,-|-,-,5,Trash,Room:0:0.1;Trash:5:0|-
A37,Membersihkan KM Dalam,1,0,0,0,1;0,-3;457.472,1;9,1.25;9,-3;1097.94,1.5;3,1.25;7,5.098;40.784,15;54,0;0;0.344,0:15,16:00,3,5.5,6,6,1,7.5,7.5,30|-2,-,-,-,0,-,-,-,RKM01|NONE,CC|-,65;L1|-,-|-,-|-,-|-,R2;D2|-,Water:0;Trash:0|-,-,8,-,Room:5:0;Trash:0:1;Water:11:-0.2|-
A39,Membersihkan KM Belakang,1,0,0,0,1;0,-1;457.472,1;9,1;9,-1;1280.93,1.5;5,1.25;5,5.098;40.784,30;54,0;0;0.344,0:15,16:00,3,5.5,6,6,1,7.5,7.5,30|-2,-,-,-,0,-,-,-,RKM03|NONE,CC|-,65;L1|-,-|-,-|-,-|-,R2;D2|-,Water:0;Trash:0|-,-,8,-,Room:5:0;Trash:0:1;Water:11:-0.2|-
A55,Berkebun (menanam/merawat) sore hari,1,0,1,0,0;1,-4;1219.932,0.75;8,1.5;2,-4;731.96,1.25;1,-1.25;3,8.9215;40.784,22.5;36,0.025;-0.25;0.344,0:30,16:00,3,3.5,6,6,0,0,2.5,30|-2,-,agen02,A55,0,-,-,-,RHD01|NONE,R1|-,65;L1|-,-|-,-|-,-|-,R2|-,-|-,-,6,-,Room:0:0.5|-
A57,Menghidupkan lampu luar rumah,1,1,0,0,0;1,-1;457.472,1;9,1;9,-1;1280.93,1;5,1;5,5.098;40.784,30;54,0;0;0.229,0:05,18:00,0,2,8,8,1,7.5,5,1|1,-,-,-,0,-,-,-,RDP01|NONE,-|-,65;L1|-,-|-,-|-,-|-,-|-,-|-,-,7,-,Room:0:0.1|-
A165,Bersantai sore,1,0,0,0,1;0,-1;1219.932,1;8,1.5;2,-1;548.97,-1.75;1,1;3,5.098;40.784,30;36,0.025;-0.25;0.229,1:00,18:00,0,2,6,6,1,7.5,2.5,1|1,-,-,-,0,-,-,-,RTM01|RKG01,-|-,65;L1|65;L1,3|3,27|27,Sofa|Chair;Fan,E2|E2;R2,-|-,-,1,Exhausted,Room:0:0.1|Room:0:0.1
P47,Mengikuti agen lain jalan di akhir pekan,1,0,1,0,1;0,-3.5;1067.44,1.25;5,1.25;5,-3.5;1097.94,1.5;3,1.5;6,5.098;25.49,15;30,0.05;-0.5;0.458,3:00,-,4,5,6,6,0,0,5,30|-2,-,agen01;agen02,P12,0,S20-C,A36,-,RGS01|NONE,R1|-,-|-,-|-,-|-,-|-,R2|-,-|-,-,0,0,Room:0:0.1|-
A36,Pergi jalan ke luar rumah di akhir pekan,1,0,1,0,1;0,-3.5;1067.44,1.25;5,1.25;5,-3.5;1097.94,1.5;3,1.5;6,5.098;25.49,15;30,0.05;-0.5;0.458,3:00,-,4,5,6,6,0,0,5,30|-2,P47,agen01;agen02;agen03,-,0,S20-M,-,-,RGS01|NONE,R1|-,-|-,-|-,-|-,-|-,R2|-,-|-,-,0,0,Room:0:0.1|-
A62,Pergi membeli makan malam di luar rumah,1,0,1,0,0;1,-2.3;457.472,1.25;9,1.25;9,-2.3;548.97,1.25;3,-1.25;7,5.098;40.784,15;54,-0.025;0.25;0.344,0:30,19:00,0,5,6,6,0,0,7.5,7|-5,-,-,-,0,-,-,-,RHD01|NONE,R1|-,-|-,-|-,-|-,-|-,R2|-,-|-,-,3,Hunger;1,Room:0:0.1;Food:0:5|-
A63,Memasak makan malam dengan kompor gas,1,0,0,0,1;0,-2.5;1067.44,0.25;8,1;4,-2.5;1097.94,1;2,-1.25;2,7.647;40.784,15;48,0;0;0.344,0:15,19:00,0,6.5,6,8,1,7.5,5,1|1,-,-,-,0,-,-,-,RDP01|NONE,-|-,65;L1|-,-|-,-|-,Stove|Refrigerator,R2;D2|-,Gas:0;Water:10|RawFood:5,Hunger;6,3,Hunger;1,Room:0:0.1;Gas:11:-0.0048;Trash:0:0.2;Food:4:5|Room:0:0.1;RawFood:0:-5;Water:0:-8;Water:6:-0.043;DirtyUtensil:0:1
A50,Mengoperasikan gadget3,1,0,0,0,1;0,-1.3;457.472,1;9,1.25;9,-1.3;1280.93,1;5,1.25;5,5.098;40.784,22.5;54,0.025;-0.25;0.229,1:00,20:00,2,3.5,8,6,0,0,5,1|1,-,-,-,0,-,-,-,RTM01|RKG01,-|-,65;L1|65;L1,-|-,27|27,Sofa|Chair;Fan,E2|E2;R2,-|-,-,0,0,Room:0:0.1|Room:0:0.1
A142,Bersantai malam,1,0,0,0,1;0,-1;1219.932,1;8,1.5;2,-1;548.97,-1.75;1,1;3,5.098;40.784,30;36,0.025;-0.25;0.229,1:00,21:00,0,2,6,6,1,7.5,2.5,1|1,-,-,-,0,-,-,-,RTM01|RKG01,-|-,65;L1|65;L1,2|2,27|27,Sofa|Chair;Fan,E2|E2;R2,-|-,-,1,Exhausted,Room:0:0.1|Room:0:0.1
A170,Mengisi ulang daya gadget malam,1,1,0,0,0;1,-1;457.472,1;9,1;9,-1;1280.93,1;5,1;5,5.098;40.784,30;54,0;0;0.115,2:00,22:00,0,3,4,6,0,0,5,1|1,-,-,-,0,-,-,-,RTM01|RKG01,-|-,65;L1|65;L1,-|-,-|-,-|-,E2;R2|-,-|-,-,0,0,Room:0:0.1|-
A35,Mengisi ulang daya mainan agen03 2,1,1,0,0,0;1,-1;457.472,1;9,1;9,-1;1280.93,1;5,1;5,5.098;40.784,30;54,0;0;0.115,6:00,22:00,0,3,8,8,0,0,5,1|1,-,-,-,0,-,-,-,RKG01|NONE,-|-,65;L1|-,-|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1;CH01:1:0|-
A71,Menyiapkan kasur & karpet tidur,1,0,0,0,0;1,-2.3;457.472,1;9,1;9,-2.3;1280.93,1.25;5,-1.25;5,5.098;40.784,15;54,0;0;0.344,0:15,22:00,0,2.5,8,8,1,10,5,1|1,-,-,-,0,-,-,-,RKG01|NONE,-|-,65;L1|-,-|-,27|-,Chair|-,R2;E1|R2;E1,-|-,Sleepy;7,3,Sleepy;0.8,Room:0:0.1|Room:0:0.1
A73,Membereskan mainan agen03,1,0,0,0,1;0,-2.3;457.472,0.25;9,1.25;9,-2.3;1280.93,1.25;5,1.25;5,7.647;40.784,15;54,-0.025;0;0.344,0:15,22:00,2,2.5,8,4,1,7.5,2.5,1|1,-,-,-,0,-,-,-,RKG01|NONE,-|-,65;L1|-,-|-,27|-,-|-,L2;E2|-,-|-,-,8,-,Room:5:0;Trash:0:0.5|-
A75,Berdandan setelah mandi,-1,0,0,0,0;1,-1;609.964,1;2,1;2,-1;1097.94,1;6,1;8,5.098;40.784,30;30,0;0;0.115,0:10,-,0,3,6,8,0,0,5,1|1,B07,-,-,0,S09-C,-,-,RTU02|NONE,R1|-,65;L1|-,1|-,27|-,-|-,E2;R2|-,ReadyUseCloth:0|-,-,1,Dirty,Room:0:0.1;ReadyUseCloth:0:-1|-
A119,Mengambil Makan,3,0,0,1,0;1,-1;457.472,0.1;9,1;9,-1;1280.93,1;5,1;5,5.098;40.784,30;54,0;0;0.115,0:05,-,0,3,5,8,0,0,5,1|1,-,-,-,0,-,B02,-,RKG01|RDP02,-|-,65;L1|65;L1,-|-,-|-,-|-,-|-,Food:2|-,-,1,Hunger,Room:0:0.1;Food:0:-2|-
B01,Bangun tidur,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0.25;0,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RTU02|NONE,R1|-,65;L1|-,-|-,-|-,-|-,E2;R2|-,-|-,-,1,Sleepy,Room:0:0.1|-
B02,Makan,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0.25;0,0:15,-,0,0,0,0,0,0,0,1|1,A119,-,-,0,-,B03,-,RKG01|RTM01,-|-,65;L1|65;L1,-|-,27|27,Chair|Sofa,E2|E2,Food:1|-,-,1,Hunger,Room:0:0.1;DirtyUtensil:0:0.5;Trash:0:0.05|-
B03,Minum,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RDP02|NONE,-|-,65;L1|-,-|-,-|-,-|-,-|-,DrinkWater:0|-,-,1,Thirst,Room:0:0.1;DirtyUtensil:0:0.5;DrinkWater:10:20|-
B04,Tidur,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,-,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,B01,-,RTU02|NONE,R1|-,65;L1|-,2|-,27|-,Bed|-,E2;R2;L2|-,-|-,-,1,Sleepy,Room:0:0.1|-
B05,BAK,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKM01|RKM02,CC|CC,65;L1|65;L1,1|1,-|-,Closet|Closet,R2|R2,Water:10|Water:10,-,1,Urinate,Room:0:0.1;Water:11:-0.095;Water:0:-10;Water:6:-0.25|Room:0:0.1;Water:0:-10;Water:6:-0.25
B06,BAB,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0:10,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKM01|RKM02,CC|CC,65;L1|65;L1,1|1,-|-,Closet|Closet,R2|R2,Water:15|Water:15,-,1,Defecate,Room:0:0.1;Water:11:-0.095;Water:0:-15;Water:6:-0.25|Room:0:0.1;Water:0:-15;Water:6:-0.25
B07,Mandi,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0:15,-,0,0,0,0,0,0,0,1|1,-,-,-,0,S09-M,A75,-,RKM01|RKM02,CC|CC,65;L1|65;L1,1|1,-|-,-|-,R2|R2,Water:60|Water:60,-,1,Dirty,Room:0:0.1;Water:0:-60;Water:6:-0.25|Room:0:0.1;Water:0:-60;Water:6:-0.091
