ID,Decription,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Defecate,Urinate,Energy,Exhausted,Sleepy,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
A78,Mengoperasikan gadget,5,0,0,0,1;0,-1.3;629.058,0.25;9,1;9,6.839;31.264,22.5;54,-1.3;1761.375,1;5,1.5;5,0.05;-0.05;0.25,1:00,-,0,3.5,10,10,1,10,10,1|1,-,-,-,-,-,RTM01|RKG01,-|-,100;L1|100;L1,5|5,-|-,Sofa|Sofa;Chair,L2|L2;E2,-|-,-,0,0,Room:0:0.1|Room:0:0.1
A75,Berdandan setelah mandi,-1,0,0,0,0;1,-1;838.746,0.25;2,1;2,3.908;31.264,30;30,-1;1509.75,1;6,1;8,0.025;0;0.125,0:10,-,0,3,6,8,0,0,5,1|1,B07,-,S09-C,-,-,RTU01|NONE,R1|-,100;L1|-,4|-,-|-,-|-,R2;L2;E2|-,ReadyUseCloth:0|-,-,2,ReadyUseCloth,Room:0:0.1;ReadyUseCloth:0:-1|-
A119,Mengambil Makan,3,0,0,0,0;1,-1;629.058,0;9,0.5;9,3.908;31.264,30;54,-1;1761.375,0.1;5,0.1;5,0;0;0.125,0:05,-,0,3,5,8,0,0,5,1|1,-,-,-,B02,-,RKG01|RDP02,-|-,100;L1|100;L1,5|5,-|-,-|-,-|-,Food:2|-,-,1,Hunger,Room:0:0.1;Food:4:-2|-
B01,Bangun tidur,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0.025;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RTU01|NONE,R1|-,-|-,5|-,-|-,Bed|-,R2;L2;E2|-,-|-,-,0,0,Room:0:0.1|-
B02,Makan,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,1;0,0;-0.025;-0.05,-,-,0,0,0,0,0,0,0,1|1,A119,-,-,B03,-,RKG01|RTM01,-|-,100;L1|100;L1,5|5,-|-,Sofa;Chair|Sofa,E2|-,-|-,-,1,Hunger,Room:0:0.1;DirtyUtensil:0:0.5;Trash:0:0.05|-
B03,Minum,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RDP02|NONE,-|-,100;L1|-,5|-,-|-,-|-,-|-,DrinkWater:0|-,-,1,Thirsty,Room:0:0.1;DirtyUtensil:0:0.5;DrinkWater:10:0|-
B04,Tidur,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RTU01|NONE,R1|-,100;L1|-,2|-,27|-,Bed|-,R2;L2;E2|-,-|-,-,1,Sleepy,Room:0:0.1;Fan:1:|-
B05,BAK,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RKM02|RKM03,CC|CC,100;L1|100;L1,0.2|0.2,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,Water:10|-,-,1,Urinate,Room:0:0.1;Water:1:-3;Water:11:-0.25|Room:0:0.1;Water:1:-3;Water:11:-0.25
B06,BAB,-1,0,0,1,0;1,0;0,0.25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RKM02|RKM03,CC|CC,100;L1|100;L1,0.2|0.2,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,Water:15|-,-,1,Defecate,Room:0:0.1;Water:1:-4.5;Water:11:-0.25|Room:0:0.1;Water:1:-4.5;Water:11:-0.25
B07,Mandi,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,S09-M,A75,-,RKM02|RKM04,CC|CC,100;L1|100;L1,0.2|0.2,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,Water:60|-,-,1,Dirty,Room:0:0.1;Water:1:-60;Water:11:-0.25;Water:6:0|Room:0:0.1;Water:1:-60;Water:11:-0.091;Water:6:0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
